Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_39_52,VPWR,li1,30.3600,116.9600,1.799988
FILLER_39_43,VPWR,li1,26.2200,116.9600,1.799991
FILLER_39_31,VPWR,li1,20.0100,116.9600,1.799993
FILLER_39_27,VPWR,li1,18.8600,116.9600,1.799993
FILLER_39_15,VPWR,li1,15.1800,116.9600,1.799993
FILLER_39_3,VPWR,li1,9.6600,116.9600,1.799993
FILLER_38_285,VPWR,li1,137.3100,116.9600,1.799943
FILLER_38_279,VPWR,li1,134.5500,116.9600,1.799944
FILLER_38_273,VPWR,li1,131.7900,116.9600,1.799944
FILLER_38_265,VPWR,li1,129.2600,116.9600,1.799944
FILLER_38_253,VPWR,li1,124.6600,116.9600,1.799944
FILLER_38_251,VPWR,li1,121.2100,116.9600,1.799945
FILLER_38_245,VPWR,li1,119.6000,116.9600,1.799945
FILLER_38_233,VPWR,li1,115.4600,116.9600,1.799945
FILLER_38_174,VPWR,li1,85.7900,116.9600,1.799955
FILLER_38_170,VPWR,li1,84.6400,116.9600,1.799956
FILLER_38_158,VPWR,li1,80.9600,116.9600,1.799957
FILLER_38_146,VPWR,li1,75.4400,116.9600,1.799961
FILLER_38_141,VPWR,li1,70.8400,116.9600,1.799964
FILLER_38_138,VPWR,li1,69.4600,116.9600,1.799964
FILLER_38_126,VPWR,li1,66.2400,116.9600,1.799965
FILLER_38_120,VPWR,li1,60.9500,116.9600,1.799968
FILLER_38_96,VPWR,li1,49.9100,116.9600,1.799976
FILLER_38_90,VPWR,li1,48.3000,116.9600,1.799976
FILLER_38_82,VPWR,li1,43.7000,116.9600,1.799979
FILLER_38_77,VPWR,li1,41.4000,116.9600,1.799981
FILLER_38_69,VPWR,li1,39.1000,116.9600,1.799982
FILLER_38_57,VPWR,li1,34.5000,116.9600,1.799985
FILLER_38_35,VPWR,li1,21.8500,116.9600,1.799993
FILLER_38_29,VPWR,li1,20.2400,116.9600,1.799993
FILLER_38_27,VPWR,li1,18.1700,116.9600,1.799993
FILLER_38_15,VPWR,li1,15.1800,116.9600,1.799993
FILLER_38_3,VPWR,li1,9.6600,116.9600,1.799993
FILLER_37_323,VPWR,li1,154.5600,111.5200,1.799824
FILLER_37_302,VPWR,li1,144.6700,111.5200,1.799825
FILLER_37_268,VPWR,li1,131.5600,111.5200,1.799826
FILLER_37_255,VPWR,li1,123.2800,111.5200,1.799831
FILLER_37_247,VPWR,li1,120.9800,111.5200,1.799833
FILLER_37_221,VPWR,li1,107.8700,111.5200,1.799844
FILLER_37_198,VPWR,li1,97.0600,111.5200,1.799855
FILLER_37_169,VPWR,li1,83.9500,111.5200,1.799874
FILLER_37_167,VPWR,li1,82.5700,111.5200,1.799876
FILLER_37_163,VPWR,li1,81.4200,111.5200,1.799876
FILLER_37_151,VPWR,li1,77.7400,111.5200,1.799881
FILLER_37_127,VPWR,li1,64.8600,111.5200,1.799899
FILLER_37_65,VPWR,li1,36.1100,111.5200,1.799949
FILLER_37_57,VPWR,li1,33.5800,111.5200,1.799954
FILLER_37_55,VPWR,li1,31.0500,111.5200,1.799962
FILLER_37_49,VPWR,li1,29.4400,111.5200,1.799962
FILLER_37_44,VPWR,li1,26.2200,111.5200,1.799971
FILLER_37_27,VPWR,li1,18.4000,111.5200,1.799980
FILLER_37_15,VPWR,li1,15.1800,111.5200,1.799980
FILLER_37_3,VPWR,li1,9.6600,111.5200,1.799980
FILLER_36_318,VPWR,li1,152.4900,111.5200,1.799824
FILLER_36_300,VPWR,li1,145.3600,111.5200,1.799825
FILLER_36_292,VPWR,li1,140.0700,111.5200,1.799825
FILLER_36_259,VPWR,li1,124.8900,111.5200,1.799831
FILLER_36_253,VPWR,li1,123.2800,111.5200,1.799831
FILLER_36_251,VPWR,li1,121.2100,111.5200,1.799833
FILLER_36_247,VPWR,li1,120.0600,111.5200,1.799835
FILLER_36_209,VPWR,li1,101.8900,111.5200,1.799850
FILLER_36_194,VPWR,li1,95.2200,111.5200,1.799858
FILLER_36_153,VPWR,li1,78.6600,111.5200,1.799881
FILLER_36_141,VPWR,li1,73.1400,111.5200,1.799887
FILLER_36_139,VPWR,li1,69.6900,111.5200,1.799892
FILLER_36_127,VPWR,li1,66.7000,111.5200,1.799896
FILLER_36_90,VPWR,li1,49.6800,111.5200,1.799923
FILLER_36_79,VPWR,li1,42.3200,111.5200,1.799938
FILLER_36_67,VPWR,li1,39.1000,111.5200,1.799943
FILLER_36_55,VPWR,li1,33.5800,111.5200,1.799954
FILLER_36_29,VPWR,li1,19.5500,111.5200,1.799980
FILLER_36_26,VPWR,li1,17.9400,111.5200,1.799980
FILLER_36_15,VPWR,li1,12.8800,111.5200,1.799980
FILLER_36_3,VPWR,li1,9.6600,111.5200,1.799980
FILLER_35_324,VPWR,li1,154.7900,106.0800,1.799914
FILLER_35_318,VPWR,li1,153.1800,106.0800,1.799914
FILLER_35_306,VPWR,li1,149.0400,106.0800,1.799914
FILLER_35_297,VPWR,li1,142.3700,106.0800,1.799914
FILLER_35_287,VPWR,li1,137.7700,106.0800,1.799914
FILLER_35_281,VPWR,li1,136.1600,106.0800,1.799914
FILLER_35_279,VPWR,li1,134.0900,106.0800,1.799914
FILLER_35_248,VPWR,li1,120.2900,106.0800,1.799918
FILLER_35_217,VPWR,li1,105.5700,106.0800,1.799926
FILLER_35_178,VPWR,li1,87.6300,106.0800,1.799936
FILLER_35_169,VPWR,li1,83.4900,106.0800,1.799938
FILLER_35_162,VPWR,li1,81.4200,106.0800,1.799939
FILLER_35_130,VPWR,li1,65.7800,106.0800,1.799949
FILLER_35_124,VPWR,li1,63.0200,106.0800,1.799950
FILLER_35_109,VPWR,li1,56.3500,106.0800,1.799955
FILLER_35_101,VPWR,li1,52.2100,106.0800,1.799958
FILLER_35_93,VPWR,li1,50.1400,106.0800,1.799959
FILLER_35_71,VPWR,li1,40.0200,106.0800,1.799966
FILLER_35_39,VPWR,li1,23.6900,106.0800,1.799982
FILLER_35_3,VPWR,li1,8.7400,106.0800,1.799984
FILLER_34_306,VPWR,li1,146.7400,106.0800,1.799914
FILLER_34_282,VPWR,li1,135.4700,106.0800,1.799914
FILLER_34_276,VPWR,li1,133.8600,106.0800,1.799914
FILLER_34_230,VPWR,li1,111.7800,106.0800,1.799922
FILLER_34_218,VPWR,li1,108.5600,106.0800,1.799924
FILLER_34_212,VPWR,li1,103.2700,106.0800,1.799928
FILLER_34_206,VPWR,li1,101.6600,106.0800,1.799928
FILLER_34_186,VPWR,li1,91.3100,106.0800,1.799934
FILLER_34_178,VPWR,li1,89.2400,106.0800,1.799935
FILLER_34_166,VPWR,li1,84.6400,106.0800,1.799938
FILLER_34_154,VPWR,li1,79.1200,106.0800,1.799941
FILLER_34_99,VPWR,li1,51.2900,106.0800,1.799958
FILLER_34_91,VPWR,li1,49.2200,106.0800,1.799959
FILLER_34_77,VPWR,li1,41.1700,106.0800,1.799965
FILLER_34_62,VPWR,li1,34.5000,106.0800,1.799969
FILLER_34_29,VPWR,li1,19.3200,106.0800,1.799984
FILLER_34_7,VPWR,li1,8.9700,106.0800,1.799984
FILLER_34_3,VPWR,li1,7.8200,106.0800,1.799984
FILLER_33_323,VPWR,li1,154.5600,100.6400,1.799980
FILLER_33_299,VPWR,li1,143.9800,100.6400,1.799980
FILLER_33_289,VPWR,li1,138.6900,100.6400,1.799981
FILLER_33_281,VPWR,li1,136.6200,100.6400,1.799981
FILLER_33_279,VPWR,li1,134.0900,100.6400,1.799981
FILLER_33_233,VPWR,li1,112.9300,100.6400,1.799983
FILLER_33_225,VPWR,li1,110.8600,100.6400,1.799983
FILLER_33_223,VPWR,li1,108.3300,100.6400,1.799984
FILLER_33_217,VPWR,li1,106.7200,100.6400,1.799984
FILLER_33_205,VPWR,li1,102.5800,100.6400,1.799984
FILLER_33_193,VPWR,li1,97.0600,100.6400,1.799985
FILLER_33_181,VPWR,li1,91.5400,100.6400,1.799986
FILLER_33_169,VPWR,li1,86.0200,100.6400,1.799986
FILLER_33_166,VPWR,li1,82.3400,100.6400,1.799987
FILLER_33_154,VPWR,li1,79.1200,100.6400,1.799987
FILLER_33_142,VPWR,li1,73.6000,100.6400,1.799988
FILLER_33_127,VPWR,li1,64.6300,100.6400,1.799990
FILLER_33_121,VPWR,li1,61.4100,100.6400,1.799990
FILLER_33_113,VPWR,li1,59.3400,100.6400,1.799991
FILLER_33_111,VPWR,li1,56.8100,100.6400,1.799991
FILLER_33_106,VPWR,li1,54.5100,100.6400,1.799992
FILLER_33_90,VPWR,li1,49.6800,100.6400,1.799992
FILLER_33_57,VPWR,li1,31.9700,100.6400,1.799996
FILLER_33_28,VPWR,li1,19.0900,100.6400,1.799998
FILLER_33_19,VPWR,li1,14.4900,100.6400,1.799998
FILLER_33_15,VPWR,li1,13.3400,100.6400,1.799998
FILLER_33_3,VPWR,li1,9.6600,100.6400,1.799998
FILLER_32_291,VPWR,li1,139.6100,100.6400,1.799981
FILLER_32_287,VPWR,li1,138.4600,100.6400,1.799981
FILLER_32_275,VPWR,li1,134.7800,100.6400,1.799981
FILLER_32_263,VPWR,li1,129.2600,100.6400,1.799981
FILLER_32_253,VPWR,li1,122.1300,100.6400,1.799982
FILLER_32_250,VPWR,li1,120.9800,100.6400,1.799982
FILLER_32_238,VPWR,li1,117.7600,100.6400,1.799982
FILLER_32_226,VPWR,li1,112.2400,100.6400,1.799983
FILLER_32_214,VPWR,li1,106.7200,100.6400,1.799984
FILLER_32_195,VPWR,li1,95.4500,100.6400,1.799985
FILLER_32_189,VPWR,li1,93.8400,100.6400,1.799985
FILLER_32_153,VPWR,li1,77.7400,100.6400,1.799987
FILLER_32_141,VPWR,li1,73.1400,100.6400,1.799988
FILLER_32_133,VPWR,li1,67.1600,100.6400,1.799989
FILLER_32_125,VPWR,li1,63.2500,100.6400,1.799990
FILLER_32_121,VPWR,li1,62.1000,100.6400,1.799990
FILLER_32_109,VPWR,li1,58.4200,100.6400,1.799991
FILLER_32_97,VPWR,li1,52.9000,100.6400,1.799992
FILLER_32_85,VPWR,li1,47.3800,100.6400,1.799993
FILLER_32_82,VPWR,li1,43.7000,100.6400,1.799993
FILLER_32_74,VPWR,li1,41.4000,100.6400,1.799994
FILLER_32_62,VPWR,li1,34.5000,100.6400,1.799995
FILLER_32_52,VPWR,li1,30.1300,100.6400,1.799996
FILLER_32_44,VPWR,li1,27.6000,100.6400,1.799996
FILLER_32_29,VPWR,li1,21.6200,100.6400,1.799998
FILLER_32_26,VPWR,li1,17.9400,100.6400,1.799998
FILLER_32_18,VPWR,li1,15.6400,100.6400,1.799998
FILLER_32_6,VPWR,li1,11.0400,100.6400,1.799998
FILLER_31_323,VPWR,li1,154.5600,95.2000,1.799955
FILLER_31_301,VPWR,li1,144.4400,95.2000,1.799956
FILLER_31_289,VPWR,li1,139.1500,95.2000,1.799956
FILLER_31_278,VPWR,li1,133.8600,95.2000,1.799957
FILLER_31_274,VPWR,li1,131.7900,95.2000,1.799957
FILLER_31_264,VPWR,li1,127.1900,95.2000,1.799958
FILLER_31_258,VPWR,li1,125.5800,95.2000,1.799958
FILLER_31_246,VPWR,li1,121.4400,95.2000,1.799959
FILLER_31_222,VPWR,li1,108.1000,95.2000,1.799961
FILLER_31_214,VPWR,li1,105.8000,95.2000,1.799962
FILLER_31_187,VPWR,li1,91.7700,95.2000,1.799966
FILLER_31_181,VPWR,li1,90.1600,95.2000,1.799966
FILLER_31_167,VPWR,li1,82.5700,95.2000,1.799970
FILLER_31_161,VPWR,li1,80.9600,95.2000,1.799970
FILLER_31_149,VPWR,li1,76.8200,95.2000,1.799972
FILLER_31_137,VPWR,li1,71.3000,95.2000,1.799974
FILLER_31_125,VPWR,li1,65.7800,95.2000,1.799977
FILLER_31_99,VPWR,li1,51.2900,95.2000,1.799982
FILLER_31_93,VPWR,li1,49.6800,95.2000,1.799983
FILLER_31_81,VPWR,li1,45.5400,95.2000,1.799985
FILLER_31_69,VPWR,li1,40.0200,95.2000,1.799987
FILLER_31_61,VPWR,li1,33.8100,95.2000,1.799990
FILLER_31_57,VPWR,li1,32.6600,95.2000,1.799990
FILLER_31_55,VPWR,li1,31.0500,95.2000,1.799991
FILLER_31_51,VPWR,li1,29.9000,95.2000,1.799991
FILLER_31_39,VPWR,li1,26.2200,95.2000,1.799993
FILLER_31_27,VPWR,li1,20.7000,95.2000,1.799995
FILLER_31_3,VPWR,li1,7.1300,95.2000,1.799995
FILLER_30_301,VPWR,li1,144.2100,95.2000,1.799956
FILLER_30_253,VPWR,li1,123.7400,95.2000,1.799958
FILLER_30_251,VPWR,li1,121.2100,95.2000,1.799959
FILLER_30_245,VPWR,li1,119.6000,95.2000,1.799959
FILLER_30_237,VPWR,li1,114.7700,95.2000,1.799960
FILLER_30_153,VPWR,li1,78.6600,95.2000,1.799971
FILLER_30_141,VPWR,li1,73.1400,95.2000,1.799973
FILLER_30_134,VPWR,li1,68.5400,95.2000,1.799975
FILLER_30_128,VPWR,li1,65.0900,95.2000,1.799977
FILLER_30_116,VPWR,li1,61.6400,95.2000,1.799978
FILLER_30_104,VPWR,li1,56.1200,95.2000,1.799981
FILLER_30_96,VPWR,li1,49.9100,95.2000,1.799983
FILLER_30_92,VPWR,li1,48.7600,95.2000,1.799983
FILLER_30_77,VPWR,li1,41.4000,95.2000,1.799987
FILLER_30_65,VPWR,li1,38.1800,95.2000,1.799988
FILLER_30_53,VPWR,li1,32.6600,95.2000,1.799990
FILLER_30_41,VPWR,li1,27.1400,95.2000,1.799993
FILLER_30_29,VPWR,li1,21.6200,95.2000,1.799995
FILLER_30_27,VPWR,li1,18.1700,95.2000,1.799995
FILLER_30_3,VPWR,li1,7.1300,95.2000,1.799995
FILLER_29_315,VPWR,li1,150.8800,89.7600,1.799978
FILLER_29_276,VPWR,li1,133.4000,89.7600,1.799979
FILLER_29_272,VPWR,li1,130.8700,89.7600,1.799979
FILLER_29_261,VPWR,li1,126.0400,89.7600,1.799979
FILLER_29_203,VPWR,li1,99.1300,89.7600,1.799983
FILLER_29_191,VPWR,li1,96.1400,89.7600,1.799983
FILLER_29_173,VPWR,li1,85.5600,89.7600,1.799985
FILLER_29_167,VPWR,li1,82.5700,89.7600,1.799986
FILLER_29_159,VPWR,li1,80.5000,89.7600,1.799986
FILLER_29_147,VPWR,li1,75.9000,89.7600,1.799987
FILLER_29_121,VPWR,li1,61.8700,89.7600,1.799989
FILLER_29_113,VPWR,li1,59.3400,89.7600,1.799990
FILLER_29_108,VPWR,li1,56.1200,89.7600,1.799990
FILLER_29_96,VPWR,li1,52.4400,89.7600,1.799991
FILLER_29_82,VPWR,li1,43.4700,89.7600,1.799993
FILLER_29_69,VPWR,li1,38.6400,89.7600,1.799994
FILLER_29_57,VPWR,li1,34.5000,89.7600,1.799994
FILLER_29_53,VPWR,li1,30.5900,89.7600,1.799995
FILLER_29_45,VPWR,li1,28.0600,89.7600,1.799996
FILLER_29_33,VPWR,li1,23.4600,89.7600,1.799997
FILLER_29_9,VPWR,li1,9.8900,89.7600,1.799996
FILLER_28_309,VPWR,li1,150.4200,89.7600,1.799978
FILLER_28_305,VPWR,li1,146.5100,89.7600,1.799978
FILLER_28_297,VPWR,li1,143.9800,89.7600,1.799978
FILLER_28_285,VPWR,li1,139.3800,89.7600,1.799978
FILLER_28_273,VPWR,li1,133.8600,89.7600,1.799979
FILLER_28_261,VPWR,li1,128.3400,89.7600,1.799979
FILLER_28_250,VPWR,li1,120.9800,89.7600,1.799980
FILLER_28_213,VPWR,li1,103.7300,89.7600,1.799982
FILLER_28_209,VPWR,li1,102.5800,89.7600,1.799982
FILLER_28_197,VPWR,li1,98.9000,89.7600,1.799983
FILLER_28_195,VPWR,li1,95.4500,89.7600,1.799983
FILLER_28_191,VPWR,li1,94.3000,89.7600,1.799983
FILLER_28_179,VPWR,li1,90.6200,89.7600,1.799984
FILLER_28_168,VPWR,li1,83.4900,89.7600,1.799986
FILLER_28_155,VPWR,li1,77.0500,89.7600,1.799987
FILLER_28_149,VPWR,li1,75.4400,89.7600,1.799987
FILLER_28_139,VPWR,li1,69.6900,89.7600,1.799988
FILLER_28_117,VPWR,li1,59.5700,89.7600,1.799990
FILLER_28_109,VPWR,li1,57.5000,89.7600,1.799990
FILLER_28_97,VPWR,li1,52.9000,89.7600,1.799991
FILLER_28_85,VPWR,li1,47.3800,89.7600,1.799992
FILLER_28_70,VPWR,li1,38.1800,89.7600,1.799994
FILLER_28_62,VPWR,li1,34.7300,89.7600,1.799994
FILLER_28_50,VPWR,li1,31.2800,89.7600,1.799995
FILLER_28_27,VPWR,li1,18.1700,89.7600,1.799996
FILLER_28_3,VPWR,li1,7.1300,89.7600,1.799996
FILLER_27_323,VPWR,li1,154.5600,84.3200,1.799919
FILLER_27_301,VPWR,li1,144.4400,84.3200,1.799919
FILLER_27_293,VPWR,li1,142.1400,84.3200,1.799919
FILLER_27_281,VPWR,li1,137.5400,84.3200,1.799920
FILLER_27_276,VPWR,li1,133.4000,84.3200,1.799920
FILLER_27_260,VPWR,li1,125.5800,84.3200,1.799920
FILLER_27_252,VPWR,li1,123.2800,84.3200,1.799921
FILLER_27_239,VPWR,li1,116.1500,84.3200,1.799921
FILLER_27_229,VPWR,li1,111.7800,84.3200,1.799921
FILLER_27_225,VPWR,li1,109.2500,84.3200,1.799922
FILLER_27_220,VPWR,li1,107.6400,84.3200,1.799922
FILLER_27_212,VPWR,li1,103.2700,84.3200,1.799922
FILLER_27_200,VPWR,li1,100.2800,84.3200,1.799922
FILLER_27_193,VPWR,li1,94.5300,84.3200,1.799923
FILLER_27_189,VPWR,li1,93.3800,84.3200,1.799923
FILLER_27_147,VPWR,li1,73.3700,84.3200,1.799934
FILLER_27_113,VPWR,li1,57.7300,84.3200,1.799948
FILLER_27_111,VPWR,li1,56.8100,84.3200,1.799951
FILLER_27_107,VPWR,li1,55.6600,84.3200,1.799951
FILLER_27_95,VPWR,li1,51.9800,84.3200,1.799955
FILLER_27_83,VPWR,li1,46.4600,84.3200,1.799961
FILLER_27_57,VPWR,li1,31.9700,84.3200,1.799978
FILLER_27_54,VPWR,li1,30.8200,84.3200,1.799978
FILLER_27_42,VPWR,li1,27.6000,84.3200,1.799982
FILLER_27_30,VPWR,li1,22.0800,84.3200,1.799988
FILLER_27_18,VPWR,li1,16.5600,84.3200,1.799988
FILLER_27_6,VPWR,li1,11.0400,84.3200,1.799988
FILLER_26_321,VPWR,li1,154.1000,84.3200,1.799919
FILLER_26_309,VPWR,li1,150.4200,84.3200,1.799919
FILLER_26_300,VPWR,li1,145.3600,84.3200,1.799919
FILLER_26_291,VPWR,li1,139.6100,84.3200,1.799920
FILLER_26_276,VPWR,li1,133.8600,84.3200,1.799920
FILLER_26_269,VPWR,li1,130.1800,84.3200,1.799920
FILLER_26_257,VPWR,li1,126.5000,84.3200,1.799920
FILLER_26_250,VPWR,li1,120.9800,84.3200,1.799921
FILLER_26_238,VPWR,li1,117.7600,84.3200,1.799921
FILLER_26_226,VPWR,li1,112.2400,84.3200,1.799921
FILLER_26_214,VPWR,li1,106.7200,84.3200,1.799922
FILLER_26_174,VPWR,li1,86.0200,84.3200,1.799924
FILLER_26_153,VPWR,li1,76.1300,84.3200,1.799929
FILLER_26_141,VPWR,li1,73.1400,84.3200,1.799934
FILLER_26_132,VPWR,li1,66.7000,84.3200,1.799940
FILLER_26_97,VPWR,li1,51.5200,84.3200,1.799955
FILLER_26_85,VPWR,li1,47.3800,84.3200,1.799961
FILLER_26_83,VPWR,li1,43.9300,84.3200,1.799964
FILLER_26_77,VPWR,li1,42.3200,84.3200,1.799966
FILLER_26_42,VPWR,li1,25.5300,84.3200,1.799984
FILLER_26_29,VPWR,li1,19.7800,84.3200,1.799988
FILLER_26_25,VPWR,li1,17.7100,84.3200,1.799988
FILLER_26_14,VPWR,li1,12.4200,84.3200,1.799988
FILLER_26_6,VPWR,li1,10.1200,84.3200,1.799988
FILLER_25_322,VPWR,li1,154.3300,78.8800,1.799968
FILLER_25_310,VPWR,li1,150.8800,78.8800,1.799968
FILLER_25_298,VPWR,li1,145.3600,78.8800,1.799968
FILLER_25_281,VPWR,li1,135.0100,78.8800,1.799969
FILLER_25_252,VPWR,li1,121.6700,78.8800,1.799971
FILLER_25_236,VPWR,li1,115.0000,78.8800,1.799972
FILLER_25_225,VPWR,li1,109.7100,78.8800,1.799973
FILLER_25_221,VPWR,li1,107.8700,78.8800,1.799973
FILLER_25_209,VPWR,li1,104.4200,78.8800,1.799974
FILLER_25_204,VPWR,li1,99.8200,78.8800,1.799975
FILLER_25_184,VPWR,li1,90.8500,78.8800,1.799976
FILLER_25_176,VPWR,li1,88.3200,78.8800,1.799977
FILLER_25_140,VPWR,li1,71.7600,78.8800,1.799981
FILLER_25_128,VPWR,li1,67.1600,78.8800,1.799982
FILLER_25_113,VPWR,li1,57.9600,78.8800,1.799985
FILLER_25_111,VPWR,li1,56.8100,78.8800,1.799986
FILLER_25_94,VPWR,li1,50.6000,78.8800,1.799987
FILLER_25_82,VPWR,li1,46.0000,78.8800,1.799988
FILLER_25_73,VPWR,li1,40.0200,78.8800,1.799991
FILLER_25_69,VPWR,li1,37.4900,78.8800,1.799991
FILLER_25_65,VPWR,li1,36.3400,78.8800,1.799991
FILLER_25_57,VPWR,li1,31.9700,78.8800,1.799993
FILLER_25_50,VPWR,li1,29.2100,78.8800,1.799993
FILLER_25_42,VPWR,li1,26.6800,78.8800,1.799994
FILLER_25_30,VPWR,li1,22.0800,78.8800,1.799996
FILLER_25_3,VPWR,li1,7.1300,78.8800,1.799994
FILLER_24_324,VPWR,li1,154.7900,78.8800,1.799968
FILLER_24_307,VPWR,li1,146.9700,78.8800,1.799968
FILLER_24_281,VPWR,li1,135.2400,78.8800,1.799969
FILLER_24_270,VPWR,li1,130.4100,78.8800,1.799969
FILLER_24_262,VPWR,li1,126.5000,78.8800,1.799970
FILLER_24_251,VPWR,li1,121.2100,78.8800,1.799971
FILLER_24_240,VPWR,li1,116.1500,78.8800,1.799972
FILLER_24_175,VPWR,li1,86.2500,78.8800,1.799977
FILLER_24_163,VPWR,li1,83.2600,78.8800,1.799978
FILLER_24_151,VPWR,li1,77.7400,78.8800,1.799979
FILLER_24_147,VPWR,li1,73.3700,78.8800,1.799981
FILLER_24_141,VPWR,li1,71.7600,78.8800,1.799981
FILLER_24_139,VPWR,li1,69.6900,78.8800,1.799981
FILLER_24_135,VPWR,li1,68.5400,78.8800,1.799982
FILLER_24_123,VPWR,li1,64.8600,78.8800,1.799983
FILLER_24_93,VPWR,li1,48.7600,78.8800,1.799988
FILLER_24_85,VPWR,li1,46.4600,78.8800,1.799988
FILLER_24_82,VPWR,li1,43.7000,78.8800,1.799989
FILLER_24_78,VPWR,li1,41.6300,78.8800,1.799990
FILLER_24_58,VPWR,li1,32.8900,78.8800,1.799993
FILLER_24_50,VPWR,li1,30.3600,78.8800,1.799993
FILLER_24_6,VPWR,li1,8.7400,78.8800,1.799994
FILLER_23_324,VPWR,li1,154.7900,73.4400,1.799955
FILLER_23_320,VPWR,li1,153.6400,73.4400,1.799955
FILLER_23_281,VPWR,li1,135.0100,73.4400,1.799955
FILLER_23_274,VPWR,li1,132.9400,73.4400,1.799956
FILLER_23_267,VPWR,li1,129.0300,73.4400,1.799956
FILLER_23_225,VPWR,li1,109.4800,73.4400,1.799959
FILLER_23_219,VPWR,li1,106.7200,73.4400,1.799959
FILLER_23_181,VPWR,li1,89.0100,73.4400,1.799963
FILLER_23_169,VPWR,li1,86.0200,73.4400,1.799965
FILLER_23_166,VPWR,li1,82.3400,73.4400,1.799965
FILLER_23_158,VPWR,li1,80.0400,73.4400,1.799966
FILLER_23_141,VPWR,li1,70.6100,73.4400,1.799969
FILLER_23_133,VPWR,li1,68.5400,73.4400,1.799970
FILLER_23_121,VPWR,li1,63.9400,73.4400,1.799972
FILLER_23_110,VPWR,li1,56.5800,73.4400,1.799976
FILLER_23_98,VPWR,li1,50.8300,73.4400,1.799978
FILLER_23_86,VPWR,li1,47.8400,73.4400,1.799980
FILLER_23_65,VPWR,li1,35.6500,73.4400,1.799985
FILLER_23_57,VPWR,li1,33.5800,73.4400,1.799987
FILLER_23_54,VPWR,li1,30.8200,73.4400,1.799988
FILLER_23_42,VPWR,li1,27.6000,73.4400,1.799990
FILLER_23_18,VPWR,li1,14.0300,73.4400,1.799992
FILLER_23_14,VPWR,li1,12.1900,73.4400,1.799992
FILLER_23_6,VPWR,li1,10.1200,73.4400,1.799992
FILLER_22_324,VPWR,li1,154.7900,73.4400,1.799955
FILLER_22_320,VPWR,li1,153.6400,73.4400,1.799955
FILLER_22_305,VPWR,li1,146.5100,73.4400,1.799955
FILLER_22_294,VPWR,li1,141.4500,73.4400,1.799955
FILLER_22_264,VPWR,li1,128.3400,73.4400,1.799956
FILLER_22_251,VPWR,li1,121.2100,73.4400,1.799957
FILLER_22_175,VPWR,li1,86.2500,73.4400,1.799965
FILLER_22_169,VPWR,li1,84.6400,73.4400,1.799965
FILLER_22_137,VPWR,li1,69.2300,73.4400,1.799970
FILLER_22_93,VPWR,li1,48.5300,73.4400,1.799979
FILLER_22_85,VPWR,li1,46.4600,73.4400,1.799980
FILLER_22_61,VPWR,li1,34.2700,73.4400,1.799987
FILLER_22_53,VPWR,li1,31.7400,73.4400,1.799988
FILLER_22_41,VPWR,li1,27.1400,73.4400,1.799990
FILLER_22_29,VPWR,li1,21.6200,73.4400,1.799993
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799993
FILLER_22_3,VPWR,li1,7.1300,73.4400,1.799992
FILLER_21_317,VPWR,li1,153.1800,68.0000,1.799962
FILLER_21_281,VPWR,li1,136.6200,68.0000,1.799963
FILLER_21_276,VPWR,li1,133.4000,68.0000,1.799963
FILLER_21_269,VPWR,li1,129.4900,68.0000,1.799963
FILLER_21_265,VPWR,li1,128.3400,68.0000,1.799963
FILLER_21_232,VPWR,li1,112.4700,68.0000,1.799966
FILLER_21_222,VPWR,li1,108.1000,68.0000,1.799967
FILLER_21_214,VPWR,li1,105.8000,68.0000,1.799968
FILLER_21_197,VPWR,li1,98.9000,68.0000,1.799969
FILLER_21_183,VPWR,li1,91.5400,68.0000,1.799971
FILLER_21_125,VPWR,li1,63.7100,68.0000,1.799979
FILLER_21_113,VPWR,li1,60.2600,68.0000,1.799980
FILLER_21_107,VPWR,li1,55.2000,68.0000,1.799982
FILLER_21_92,VPWR,li1,50.6000,68.0000,1.799984
FILLER_21_80,VPWR,li1,45.0800,68.0000,1.799986
FILLER_21_69,VPWR,li1,39.1000,68.0000,1.799989
FILLER_21_57,VPWR,li1,34.5000,68.0000,1.799991
FILLER_21_45,VPWR,li1,28.0600,68.0000,1.799993
FILLER_21_33,VPWR,li1,23.4600,68.0000,1.799995
FILLER_21_21,VPWR,li1,17.9400,68.0000,1.799995
FILLER_21_9,VPWR,li1,12.4200,68.0000,1.799995
FILLER_20_317,VPWR,li1,153.1800,68.0000,1.799962
FILLER_20_302,VPWR,li1,145.8200,68.0000,1.799962
FILLER_20_284,VPWR,li1,136.8500,68.0000,1.799963
FILLER_20_272,VPWR,li1,133.4000,68.0000,1.799963
FILLER_20_257,VPWR,li1,123.9700,68.0000,1.799964
FILLER_20_229,VPWR,li1,111.5500,68.0000,1.799967
FILLER_20_221,VPWR,li1,109.0200,68.0000,1.799967
FILLER_20_209,VPWR,li1,104.4200,68.0000,1.799968
FILLER_20_197,VPWR,li1,98.9000,68.0000,1.799969
FILLER_20_192,VPWR,li1,94.7600,68.0000,1.799970
FILLER_20_180,VPWR,li1,91.0800,68.0000,1.799971
FILLER_20_141,VPWR,li1,70.6100,68.0000,1.799976
FILLER_20_133,VPWR,li1,67.6200,68.0000,1.799977
